OBJECTID,Type,Status,Facility Name,Comment,GlobalID,CountAttachments,AttachID,x,y
1147,Automated Door Opener,Active,Memorial Centre & Outdoor Aqua Park,,3387f718-83e8-4ce5-a3ce-1326947f5346,,,-8515923.48882358,5502511.72178979
1149,Automated Door Opener,Active,Memorial Centre & Outdoor Aqua Park,,dfcf73f8-a941-4362-8ead-f5165d7b9f74,,,-8515856.15855064,5502544.4165343
1150,Accessible Parking Space,Active,Memorial Centre & Outdoor Aqua Park,On-street accessible parking,7a70d29e-814d-44ac-89aa-6c527f3eccc4,,,-8515853.7698935,5502451.10961504
1151,Accessible Parking Space,Active,Memorial Centre & Outdoor Aqua Park,On-street accessible parking space,010f1ca2-8ac6-495c-b6c8-6471b0bfb62c,,,-8515877.05930055,5502449.31812219
1152,Accessible Bench,Active,Memorial Centre & Outdoor Aqua Park,,eaedccaa-bdf9-4109-8cee-2ba2c67032f4,,,-8515732.84412614,5502542.77433252
1153,Accessible Bench,Active,Memorial Centre & Outdoor Aqua Park,,5279544b-ec57-4c9f-bee4-7ad005a3aba7,,,-8515739.71151529,5502736.70343363
1154,Accessible Parking Space,Active,Shannon Park,,8028e40f-7516-4cda-9d7e-20992aa78158,,,-8513902.11312603,5506390.64807642
1155,Accessible Pathway,Active,Shannon Park,,9fe527b5-3e25-4272-bfe4-71885fa7fe54,,,-8513928.53764557,5506385.87076216
1156,Accessible Bench,Active,Shannon Park,,f71c910b-7049-4a36-ae21-1bccc8b794f6,,,-8513934.21070626,5506414.53464776
1157,Accessible Bench,Active,Shannon Park,,f0ece396-73a2-4c96-83fa-d9a8b7d658a7,,,-8513951.22988833,5506477.53547964
1158,Accessible Bench,Active,Shannon Park,,ce395f06-3b91-4bb8-8d2f-f3fc5fb4ed3e,,,-8513953.02138118,5506483.05924926
1159,Accessible Table,Active,Shannon Park,,9623ad66-41da-4623-9e05-a88ba9a67a91,,,-8513956.0072026,5506496.94331885
1160,Accessible Bench,Active,Shannon Park,,a265fd97-5337-4117-a6e7-dd3b7c0f4dc4,,,-8513938.83872946,5506470.51879932
1161,Accessible Pathway,Active,Shannon Park,,c685c2c1-488e-4782-bb16-f87abe01b279,,,-8513922.41671167,5506478.87909928
1162,Accessible Pathway,Active,Shannon Park,,ad1c8dd9-28ec-4b4d-a0b8-ce6ad59e4a0d,,,-8513967.50261506,5506465.89077612
1163,Accessible Pathway,Active,Shannon Park,,a98e4654-312f-4a01-a25b-87bada5c8440,,,-8513980.043065,5506505.45290989
1164,Accessible Bench,Active,Shannon Park,,b86435ca-8fc3-46b9-bb8c-b61428a6a556,,,-8514003.63105419,5506451.85741546
1165,Accessible Bench,Active,Shannon Park,,47a0df96-0697-4cad-b03d-d5362895e8e0,,,-8514044.38751653,5506487.23939925
1166,Accessible Bench,Active,Shannon Park,,e9a976db-5be5-4324-be8a-ef445b95daf7,,,-8514093.6535699,5506424.38785843
1167,Accessible Bench,Active,Shannon Park,,d50e53f3-2181-429e-99ef-28ec59321c1d,,,-8514179.6452267,5506406.47292993
1168,Accessible Bench,Active,Shannon Park,,6b9844ef-5d30-460b-984d-4cd5d9d7684b,,,-8514226.82120508,5506378.10762648
1169,Accessible Pathway,Active,Shannon Park,,2843127f-e6b1-481e-afe9-97be3c4bbba0,,,-8514238.01803539,5506360.0434069
1170,Accessible Bench,Active,Shannon Park,,a40d8b92-2efd-497f-8811-4b2b69c93577,,,-8514287.88125304,5506366.61221402
1171,Accessible Pathway,Active,Shannon Park,,595f587b-01c0-46f1-8548-4624b2588304,,,-8514366.70693844,5506347.95083017
1172,Accessible Bench,Active,Shannon Park,,5c0a7eca-cb6b-4a77-918a-fa058424b4e9,,,-8514385.36832229,5506337.79903735
1173,Accessible Pathway,Active,Shannon Park,,bf9a2dd8-14ad-4971-86d3-a6a9b404b7a5,,,-8514328.48842431,5506337.64974628
1174,Accessible Bench,Active,Shannon Park,,1bb85544-dba3-4dd7-8ab2-2e71d6504f20,,,-8514308.33412975,5506311.67309996
1175,Accessible Bench,Active,Shannon Park,,a6658445-7b1f-4472-ba6d-c0b77eaf8908,,,-8514313.41002616,5506308.68727854
1176,Accessible Pathway,Active,Shannon Park,,d2f7c4ff-f2b4-44d3-96a5-d6b4f361668f,,,-8514285.0447227,5506253.00170912
1177,Accessible Bench,Active,Shannon Park,,e9782a25-ad61-4d30-ae4a-3d77bbebbca6,,,-8514303.10894227,5506228.0701003
1178,Accessible Pathway,Active,Shannon Park,,4e50df44-116d-4fa8-b2fb-18915b4addf8,,,-8514231.59851934,5506280.32197508
1179,Accessible Bench,Active,Shannon Park,,fca146a2-425e-447d-abef-4eccfcd73975,,,-8514086.33830743,5506254.94249304
1180,Accessible Pathway,Active,Shannon Park,,555bf959-58e1-4c17-9124-283ff1d4903c,,,-8514149.04055718,5506248.22439486
1181,Accessible Pathway,Active,Shannon Park,,7a71f946-6ff3-4ad0-abaf-f4b5e8679b74,,,-8514010.49844345,5506277.78402688
1182,Accessible Bench,Active,Shannon Park,,c9004ef7-fa7f-43ef-ae61-18fc273ff07b,,,-8513930.9263027,5506289.13014826
1183,Accessible Bench,Active,Molly McGlynn Park,,ea924557-cd9d-4f35-9d10-fdb2f8fbec8a,,,-8510086.12030728,5506752.38799776
